time,SNR
2.772217,1.468420
2.772705,1.523842
2.773193,1.629819
2.773682,1.775250
2.774170,1.901465
2.774658,1.937719
2.775146,1.830940
2.775635,1.572501
2.776123,1.200063
2.776611,0.791609
2.777100,0.483806
2.777588,0.520182
2.778076,0.789903
2.778564,1.057934
2.779053,1.238639
2.779541,1.285556
2.780029,1.204016
2.780518,1.051892
2.781006,0.904401
2.781494,0.793632
2.781982,0.687530
2.782471,0.537248
2.782959,0.328121
2.783447,0.164182
2.783936,0.402569
2.784424,0.767445
2.784912,1.131692
2.785400,1.437619
2.785889,1.640298
2.786377,1.728275
2.786865,1.730731
2.787354,1.697552
2.787842,1.681211
2.788330,1.683181
2.788818,1.658104
2.789307,1.575401
2.789795,1.467474
2.790283,1.418835
2.790771,1.465464
2.791260,1.539659
2.791748,1.549921
2.792236,1.456852
2.792725,1.281419
2.793213,1.092688
2.793701,0.950806
2.794189,0.844529
2.794678,0.698565
2.795166,0.464777
2.795654,0.201901
2.796143,0.384708
2.796631,0.803181
2.797119,1.254052
2.797607,1.704575
2.798096,2.115461
2.798584,2.425986
2.799072,2.570865
2.799561,2.522740
2.800049,2.316720
2.800537,2.037440
2.801025,1.773988
2.801514,1.553038
2.802002,1.346820
2.802490,1.131506
2.802979,0.947434
2.803467,0.893286
2.803955,1.039002
2.804443,1.308048
2.804932,1.587198
2.805420,1.795459
2.805908,1.883472
2.806396,1.840999
2.806885,1.686540
2.807373,1.447740
2.807861,1.153289
2.808350,0.835570
2.808838,0.545424
2.809326,0.367385
2.809814,0.398790
2.810303,0.601758
2.810791,0.920760
2.811279,1.308371
2.811768,1.688809
2.812256,1.968834
2.812744,2.087364
2.813232,2.033411
2.813721,1.847167
2.814209,1.599988
2.814697,1.353614
2.815186,1.144133
2.815674,0.989239
2.816162,0.905865
2.816650,0.895228
2.817139,0.917519
2.817627,0.925304
2.818115,0.889490
2.818604,0.800765
2.819092,0.668691
2.819580,0.522578
2.820068,0.380559
2.820557,0.245460
2.821045,0.195540
2.821533,0.335045
2.822021,0.538220
2.822510,0.751387
2.822998,0.984485
2.823486,1.259920
2.823975,1.588343
2.824463,1.936962
2.824951,2.235251
2.825439,2.415290
2.825928,2.428426
2.826416,2.267571
2.826904,1.987003
2.827393,1.700380
2.827881,1.530053
2.828369,1.485958
2.828857,1.448924
2.829346,1.319490
2.829834,1.088554
2.830322,0.812509
2.830811,0.566626
2.831299,0.390324
2.831787,0.254667
2.832275,0.205377
2.832764,0.341549
2.833252,0.507883
2.833740,0.593621
2.834229,0.585447
2.834717,0.571375
2.835205,0.683411
2.835693,0.902993
2.836182,1.113980
2.836670,1.266723
2.837158,1.376357
2.837646,1.475525
2.838135,1.552965
2.838623,1.547935
2.839111,1.409004
2.839600,1.129055
2.840088,0.754553
2.840576,0.361302
2.841064,0.083713
2.841553,0.342514
2.842041,0.627130
2.842529,0.875977
2.843018,1.059088
2.843506,1.172328
2.843994,1.248524
2.844482,1.320027
2.844971,1.369577
2.845459,1.341330
2.845947,1.187116
2.846436,0.904958
2.846924,0.520887
2.847412,0.084720
2.847900,0.423085
2.848389,0.888382
2.848877,1.293836
2.849365,1.587016
2.849854,1.723179
2.850342,1.685432
2.850830,1.506901
2.851318,1.252425
2.851807,0.978947
2.852295,0.703396
2.852783,0.409813
2.853271,0.280841
2.853760,0.631063
2.854248,1.057584
2.854736,1.428742
2.855225,1.774394
2.855713,2.179048
2.856201,2.664638
2.856689,3.129453
2.857178,3.426337
2.857666,3.450965
2.858154,3.192534
2.858643,2.732167
2.859131,2.182782
2.859619,1.642097
2.860107,1.142637
2.860596,0.669177
2.861084,0.215309
2.861572,0.189888
2.862061,0.528602
2.862549,0.849065
2.863037,1.196336
2.863525,1.536184
2.864014,1.776989
2.864502,1.846385
2.864990,1.736373
2.865479,1.512176
2.865967,1.270821
2.866455,1.062850
2.866943,0.882345
2.867432,0.748122
2.867920,0.741000
2.868408,0.854546
2.868896,0.969358
2.869385,0.994112
2.869873,0.910686
2.870361,0.748539
2.870850,0.538248
2.871338,0.299193
2.871826,0.045375
2.872314,0.239405
2.872803,0.506279
2.873291,0.735758
2.873779,0.900381
2.874268,0.988577
2.874756,1.027254
2.875244,1.064362
2.875732,1.132632
2.876221,1.213950
2.876709,1.273360
2.877197,1.283670
2.877686,1.242017
2.878174,1.162166
2.878662,1.077044
2.879150,1.027880
2.879639,1.039105
2.880127,1.082304
2.880615,1.099814
2.881104,1.059765
2.881592,0.977070
2.882080,0.901807
2.882568,0.868209
2.883057,0.864876
2.883545,0.860255
2.884033,0.832791
2.884521,0.786196
2.885010,0.730515
2.885498,0.650995
2.885986,0.522997
2.886475,0.338449
2.886963,0.142810
2.887451,0.199126
2.887939,0.374827
2.888428,0.500475
2.888916,0.579618
2.889404,0.634387
2.889893,0.683320
2.890381,0.710595
2.890869,0.691924
2.891357,0.608920
2.891846,0.465396
2.892334,0.304999
2.892822,0.186051
2.893311,0.153070
2.893799,0.224289
2.894287,0.373110
2.894775,0.549498
2.895264,0.699966
2.895752,0.793603
2.896240,0.826169
2.896729,0.811666
2.897217,0.759412
2.897705,0.657375
2.898193,0.501778
2.898682,0.318560
2.899170,0.216788
2.899658,0.331677
2.900146,0.515528
2.900635,0.682877
2.901123,0.812951
2.901611,0.892792
2.902100,0.909183
2.902588,0.855799
2.903076,0.747926
2.903564,0.621997
2.904053,0.501203
2.904541,0.361189
2.905029,0.159618
2.905518,0.116136
2.906006,0.423430
2.906494,0.749392
2.906982,1.080107
2.907471,1.397773
2.907959,1.666108
2.908447,1.839927
2.908936,1.891633
2.909424,1.820846
2.909912,1.666334
2.910400,1.488705
2.910889,1.343575
2.911377,1.269711
2.911865,1.249795
2.912354,1.212261
2.912842,1.094190
2.913330,0.885337
2.913818,0.657927
2.914307,0.586873
2.914795,0.749197
2.915283,1.008073
2.915771,1.283292
2.916260,1.537021
2.916748,1.711456
2.917236,1.768972
2.917725,1.727236
2.918213,1.670865
2.918701,1.680380
2.919189,1.733423
2.919678,1.723417
2.920166,1.571830
2.920654,1.275409
2.921143,0.903992
2.921631,0.589934
2.922119,0.511059
2.922607,0.670429
2.923096,0.902818
2.923584,1.121208
2.924072,1.273820
2.924561,1.325861
2.925049,1.294772
2.925537,1.244779
2.926025,1.223849
2.926514,1.197253
2.927002,1.086896
2.927490,0.848771
2.927979,0.506921
2.928467,0.150822
2.928955,0.349102
2.929443,0.749913
2.929932,1.139068
2.930420,1.464420
2.930908,1.663506
2.931396,1.705209
2.931885,1.616437
2.932373,1.480574
2.932861,1.370569
2.933350,1.277100
2.933838,1.125814
2.934326,0.897540
2.934814,0.716964
2.935303,0.750337
2.935791,0.912902
2.936279,1.059168
2.936768,1.205271
2.937256,1.426277
2.937744,1.698319
2.938232,1.916902
2.938721,1.983055
2.939209,1.870924
2.939697,1.631787
2.940186,1.352925
2.940674,1.092098
2.941162,0.841215
2.941650,0.596631
2.942139,0.471980
2.942627,0.585174
2.943115,0.780205
2.943604,0.917336
2.944092,0.969030
2.944580,0.981564
2.945068,1.026921
2.945557,1.117884
2.946045,1.188773
2.946533,1.168050
2.947021,1.045123
2.947510,0.858992
2.947998,0.662960
2.948486,0.502708
2.948975,0.418049
2.949463,0.429109
2.949951,0.501202
2.950439,0.585251
2.950928,0.661965
2.951416,0.719179
2.951904,0.749555
2.952393,0.743479
2.952881,0.693080
2.953369,0.593151
2.953857,0.456672
2.954346,0.353832
2.954834,0.368218
2.955322,0.442277
2.955811,0.511974
2.956299,0.617094
2.956787,0.810727
2.957275,1.067308
2.957764,1.313460
2.958252,1.494466
2.958740,1.604546
2.959229,1.701586
2.959717,1.840207
2.960205,1.985835
2.960693,2.051623
2.961182,1.985674
2.961670,1.819310
2.962158,1.666616
2.962646,1.636968
2.963135,1.715438
2.963623,1.789372
2.964111,1.764369
2.964600,1.616227
2.965088,1.379359
2.965576,1.133017
2.966064,0.962702
2.966553,0.896633
2.967041,0.901947
2.967529,0.941803
2.968018,1.013240
2.968506,1.124669
2.968994,1.268911
2.969482,1.419492
2.969971,1.535857
2.970459,1.580296
2.970947,1.526219
2.971436,1.377532
2.971924,1.184762
2.972412,1.048881
2.972900,1.055858
2.973389,1.188297
2.973877,1.351064
2.974365,1.472655
2.974854,1.557858
2.975342,1.653425
2.975830,1.778306
2.976318,1.888618
2.976807,1.910834
2.977295,1.807130
2.977783,1.591313
2.978271,1.329803
2.978760,1.087895
2.979248,0.884745
2.979736,0.704787
2.980225,0.592620
2.980713,0.671325
2.981201,0.893295
2.981689,1.092992
2.982178,1.170863
2.982666,1.109838
2.983154,0.957415
2.983643,0.785161
2.984131,0.641401
2.984619,0.576228
2.985107,0.682273
2.985596,0.929917
2.986084,1.175482
2.986572,1.313876
2.987061,1.323772
2.987549,1.259136
2.988037,1.193048
2.988525,1.157102
2.989014,1.112216
2.989502,1.009046
2.989990,0.836016
2.990479,0.608425
2.990967,0.393382
2.991455,0.388542
2.991943,0.648346
2.992432,0.955617
2.992920,1.204025
2.993408,1.345376
2.993896,1.378672
2.994385,1.338501
2.994873,1.266972
2.995361,1.195821
2.995850,1.123767
2.996338,1.041867
2.996826,0.971957
2.997314,0.962897
2.997803,1.053176
2.998291,1.211001
2.998779,1.372019
2.999268,1.495349
2.999756,1.585697
3.000244,1.681639
3.000732,1.814761
3.001221,1.972611
3.001709,2.089732
3.002197,2.098110
3.002686,1.963153
3.003174,1.684925
3.003662,1.297261
3.004150,0.855728
3.004639,0.420831
3.005127,0.114921
3.005615,0.350740
3.006104,0.613227
3.006592,0.811317
3.007080,0.926954
3.007568,0.954248
3.008057,0.902625
3.008545,0.798689
3.009033,0.689571
3.009521,0.611455
3.010010,0.555979
3.010498,0.528604
3.010986,0.628521
3.011475,0.923306
3.011963,1.348732
3.012451,1.815905
3.012939,2.252015
3.013428,2.590776
3.013916,2.766303
3.014404,2.731933
3.014893,2.503309
3.015381,2.177064
3.015869,1.900133
3.016357,1.764076
3.016846,1.715816
3.017334,1.624214
3.017822,1.407860
3.018311,1.077047
3.018799,0.704771
3.019287,0.416310
3.019775,0.409965
3.020264,0.628500
3.020752,0.885869
3.021240,1.115365
3.021729,1.260052
3.022217,1.267790
3.022705,1.110545
3.023193,0.822862
3.023682,0.536782
3.024170,0.484428
3.024658,0.640912
3.025146,0.805830
3.025635,0.958028
3.026123,1.105315
3.026611,1.204421
3.027100,1.190211
3.027588,1.035245
3.028076,0.807302
3.028564,0.650200
3.029053,0.646448
3.029541,0.664210
3.030029,0.609133
3.030518,0.566437
3.031006,0.679352
3.031494,0.878226
3.031982,1.026652
3.032471,1.119971
3.032959,1.238307
3.033447,1.387585
3.033936,1.462140
3.034424,1.361386
3.034912,1.071089
3.035400,0.680236
3.035889,0.435348
3.036377,0.684841
3.036865,1.135474
3.037354,1.595428
3.037842,1.974152
3.038330,2.186312
3.038818,2.193687
3.039307,2.053549
3.039795,1.902701
3.040283,1.843480
3.040771,1.820680
3.041260,1.696279
3.041748,1.396709
3.042236,0.953092
3.042725,0.462894
3.043213,0.266531
3.043701,0.716378
3.044189,1.243960
3.044678,1.725379
3.045166,2.044091
3.045654,2.115557
3.046143,1.935690
3.046631,1.589961
3.047119,1.198695
3.047607,0.831777
3.048096,0.468189
3.048584,0.131222
3.049072,0.402048
3.049561,0.766405
3.050049,1.037939
3.050537,1.245851
3.051025,1.486124
3.051514,1.776829
3.052002,2.017014
3.052490,2.089564
3.052979,1.955531
3.053467,1.659837
3.053955,1.286240
3.054443,0.909081
3.054932,0.571472
3.055420,0.373872
3.055908,0.483035
3.056396,0.715013
3.056885,0.920546
3.057373,1.082777
3.057861,1.232137
3.058350,1.388017
3.058838,1.530676
3.059326,1.604316
3.059814,1.576267
3.060303,1.460050
3.060791,1.322946
3.061279,1.229686
3.061768,1.153642
3.062256,1.011203
3.062744,0.756390
3.063232,0.433813
3.063721,0.273053
3.064209,0.475234
3.064697,0.727341
3.065186,0.963325
3.065674,1.187096
3.066162,1.366906
3.066650,1.455228
3.067139,1.438366
3.067627,1.368311
3.068115,1.332971
3.068604,1.365405
3.069092,1.387435
3.069580,1.297586
3.070068,1.061361
3.070557,0.716186
3.071045,0.321902
3.071533,0.136826
3.072021,0.549557
3.072510,1.011251
3.072998,1.469099
3.073486,1.844230
3.073975,2.062206
3.074463,2.088975
3.074951,1.953067
3.075439,1.745369
3.075928,1.574730
3.076416,1.481740
3.076904,1.403827
3.077393,1.258471
3.077881,1.014910
3.078369,0.677244
3.078857,0.290016
3.079346,0.360899
3.079834,0.913545
3.080322,1.504052
3.080811,2.011559
3.081299,2.331814
3.081787,2.399225
3.082275,2.221761
3.082764,1.880871
3.083252,1.509580
3.083740,1.197906
3.084229,0.941653
3.084717,0.716157
3.085205,0.610573
3.085693,0.713460
3.086182,0.891752
3.086670,1.048819
3.087158,1.226677
3.087646,1.495562
3.088135,1.840255
3.088623,2.169171
3.089111,2.387654
3.089600,2.430559
3.090088,2.281489
3.090576,1.969480
3.091064,1.544499
3.091553,1.077624
3.092041,0.676860
3.092529,0.576347
3.093018,0.822480
3.093506,1.122881
3.093994,1.345789
3.094482,1.475729
3.094971,1.569234
3.095459,1.694598
3.095947,1.840707
3.096436,1.916623
3.096924,1.832844
3.097412,1.563744
3.097900,1.143770
3.098389,0.634617
3.098877,0.122622
3.099365,0.477949
3.099854,1.037202
3.100342,1.574968
3.100830,2.020152
3.101318,2.296767
3.101807,2.359064
3.102295,2.218167
3.102783,1.957136
3.103271,1.664163
3.103760,1.366423
3.104248,1.051352
3.104736,0.725534
3.105225,0.482663
3.105713,0.542331
3.106201,0.864977
3.106689,1.289812
3.107178,1.761190
3.107666,2.223085
3.108154,2.609676
3.108643,2.873080
3.109131,2.982906
3.109619,2.928864
3.110107,2.736387
3.110596,2.458285
3.111084,2.160354
3.111572,1.898064
3.112061,1.701040
3.112549,1.565692
3.113037,1.475349
3.113525,1.417633
3.114014,1.390090
3.114502,1.387359
3.114990,1.389332
3.115479,1.375399
3.115967,1.345662
3.116455,1.297154
3.116943,1.221306
3.117432,1.115963
3.117920,0.984772
3.118408,0.839074
3.118896,0.700382
3.119385,0.590412
3.119873,0.522915
3.120361,0.502834
3.120850,0.527422
3.121338,0.577799
3.121826,0.627950
3.122314,0.657135
3.122803,0.676010
3.123291,0.704320
3.123779,0.734669
3.124268,0.726487
3.124756,0.651506
3.125244,0.518550
3.125732,0.371115
3.126221,0.268119
3.126709,0.236959
3.127197,0.266345
3.127686,0.344001
3.128174,0.451910
3.128662,0.569882
3.129150,0.696249
3.129639,0.850038
3.130127,1.034078
3.130615,1.210677
3.131104,1.311120
3.131592,1.293271
3.132080,1.161476
3.132568,0.996491
3.133057,0.916525
3.133545,0.958182
3.134033,1.022956
3.134521,1.015230
3.135010,0.914400
3.135498,0.743317
3.135986,0.548419
3.136475,0.355514
3.136963,0.168739
3.137451,0.031105
3.137939,0.196687
3.138428,0.332142
3.138916,0.393392
3.139404,0.372065
3.139893,0.335682
3.140381,0.389808
3.140869,0.503801
3.141357,0.581342
3.141846,0.589944
3.142334,0.553963
3.142822,0.512285
3.143311,0.466604
3.143799,0.397665
3.144287,0.324672
3.144775,0.346523
3.145264,0.483351
3.145752,0.635565
3.146240,0.737532
3.146729,0.767252
3.147217,0.751365
3.147705,0.736212
3.148193,0.745484
3.148682,0.777498
3.149170,0.822992
3.149658,0.874600
3.150146,0.923862
3.150635,0.965650
3.151123,0.991644
3.151611,1.000364
3.152100,0.992172
3.152588,0.967167
3.153076,0.931927
3.153564,0.897606
3.154053,0.861478
3.154541,0.806190
3.155029,0.717736
3.155518,0.617103
3.156006,0.554478
3.156494,0.574130
3.156982,0.672171
3.157471,0.812466
3.157959,0.952474
3.158447,1.040716
3.158936,1.041025
3.159424,0.960477
3.159912,0.831416
3.160400,0.661938
3.160889,0.454124
3.161377,0.294897
3.161865,0.425212
3.162354,0.722811
3.162842,1.036946
3.163330,1.353027
3.163818,1.690848
3.164307,2.033009
3.164795,2.308442
3.165283,2.435317
3.165771,2.387060
3.166260,2.194894
3.166748,1.944181
3.167236,1.730115
3.167725,1.579733
3.168213,1.438656
3.168701,1.254512
3.169189,1.039317
3.169678,0.874564
3.170166,0.859492
3.170654,0.984338
3.171143,1.161108
3.171631,1.308787
3.172119,1.373697
3.172607,1.339305
3.173096,1.232951
3.173584,1.124280
3.174072,1.063135
3.174561,1.015564
3.175049,0.907138
3.175537,0.718644
3.176025,0.523693
3.176514,0.441955
3.177002,0.490567
3.177490,0.630521
3.177979,0.890948
3.178467,1.231367
3.178955,1.536593
3.179443,1.707418
3.179932,1.709809
3.180420,1.588960
3.180908,1.442112
3.181396,1.347903
3.181885,1.307300
3.182373,1.283236
3.182861,1.259726
3.183350,1.248653
3.183838,1.272011
3.184326,1.337237
3.184814,1.425933
3.185303,1.502207
3.185791,1.539158
3.186279,1.548783
3.186768,1.586120
3.187256,1.688368
3.187744,1.810702
3.188232,1.860633
3.188721,1.771369
3.189209,1.539606
3.189697,1.230964
3.190186,0.951801
3.190674,0.780703
3.191162,0.685725
3.191650,0.576588
3.192139,0.424420
3.192627,0.270966
3.193115,0.151573
3.193604,0.070451
3.194092,0.025377
3.194580,0.101275
3.195068,0.223096
3.195557,0.370271
3.196045,0.516461
3.196533,0.630569
3.197021,0.699671
3.197510,0.734021
3.197998,0.749730
3.198486,0.747367
3.198975,0.716101
3.199463,0.641846
3.199951,0.524535
3.200439,0.387034
3.200928,0.290476
3.201416,0.276932
3.201904,0.291947
3.202393,0.302228
3.202881,0.373075
3.203369,0.551886
3.203857,0.776802
3.204346,0.964680
3.204834,1.059415
3.205322,1.065259
3.205811,1.050179
3.206299,1.085407
3.206787,1.171328
3.207275,1.237357
3.207764,1.216150
3.208252,1.099245
3.208740,0.927716
3.209229,0.765198
3.209717,0.683088
3.210205,0.699370
3.210693,0.767763
3.211182,0.823906
3.211670,0.822429
3.212158,0.757096
3.212646,0.657598
3.213135,0.571634
3.213623,0.522914
3.214111,0.492603
3.214600,0.456203
3.215088,0.416509
3.215576,0.397936
3.216064,0.437641
3.216553,0.542510
3.217041,0.692228
3.217529,0.848302
3.218018,0.966836
3.218506,1.017807
3.218994,0.995725
3.219482,0.928010
3.219971,0.866050
3.220459,0.851708
3.220947,0.888500
3.221436,0.954857
3.221924,1.012573
3.222412,1.033900
3.222900,1.026830
3.223389,1.024487
3.223877,1.062474
3.224365,1.143081
3.224854,1.227167
3.225342,1.272894
3.225830,1.276834
3.226318,1.262973
3.226807,1.257088
3.227295,1.271731
3.227783,1.294835
3.228271,1.310271
3.228760,1.290152
3.229248,1.219265
3.229736,1.100702
3.230225,0.959129
3.230713,0.831275
3.231201,0.739071
3.231689,0.670550
3.232178,0.600468
3.232666,0.520135
3.233154,0.470584
3.233643,0.515290
3.234131,0.672835
3.234619,0.888998
3.235107,1.106995
3.235596,1.261119
3.236084,1.308613
3.236572,1.240144
3.237061,1.083823
3.237549,0.880794
3.238037,0.676589
3.238525,0.505155
3.239014,0.396025
3.239502,0.353129
3.239990,0.320576
3.240479,0.238249
3.240967,0.142440
3.241455,0.330136
3.241943,0.666698
3.242432,1.017367
3.242920,1.307994
3.243408,1.491140
3.243896,1.548216
3.244385,1.507820
3.244873,1.421267
3.245361,1.338233
3.245850,1.273088
3.246338,1.201461
3.246826,1.107485
3.247314,1.000324
3.247803,0.910256
3.248291,0.875940
3.248779,0.910025
3.249268,1.002399
3.249756,1.129758
3.250244,1.269462
3.250732,1.409511
3.251221,1.539526
3.251709,1.645110
3.252197,1.708453
3.252686,1.712059
3.253174,1.646456
3.253662,1.504964
3.254150,1.315755
3.254639,1.114844
3.255127,0.932201
3.255615,0.769580
3.256104,0.620492
3.256592,0.495704
3.257080,0.446754
3.257568,0.522421
3.258057,0.670745
3.258545,0.827206
3.259033,0.966932
3.259521,1.088850
3.260010,1.190193
3.260498,1.264413
3.260986,1.312182
3.261475,1.333186
3.261963,1.339569
3.262451,1.340116
3.262939,1.341455
3.263428,1.360916
3.263916,1.432825
3.264404,1.570768
3.264893,1.740480
3.265381,1.873023
3.265869,1.910445
3.266357,1.834063
3.266846,1.664075
3.267334,1.440639
3.267822,1.211318
3.268311,1.020847
3.268799,0.900186
3.269287,0.855284
3.269775,0.872988
3.270264,0.933511
3.270752,1.000435
3.271240,1.019826
3.271729,0.948500
3.272217,0.779153
3.272705,0.559124
3.273193,0.345527
3.273682,0.226868
3.274170,0.326352
3.274658,0.536189
3.275146,0.741196
3.275635,0.867032
3.276123,0.873396
3.276611,0.759604
3.277100,0.565633
3.277588,0.369135
3.278076,0.242062
3.278564,0.197471
3.279053,0.193108
3.279541,0.223802
3.280029,0.296167
3.280518,0.414473
3.281006,0.583009
3.281494,0.772499
3.281982,0.919152
3.282471,0.958863
3.282959,0.862433
3.283447,0.652816
3.283936,0.396713
3.284424,0.201200
3.284912,0.285002
3.285400,0.509808
3.285889,0.746254
3.286377,0.950059
3.286865,1.074743
3.287354,1.092972
3.287842,1.016699
3.288330,0.890577
3.288818,0.765928
3.289307,0.677584
3.289795,0.656251
3.290283,0.728810
3.290771,0.907447
3.291260,1.188692
3.291748,1.546144
3.292236,1.919038
3.292725,2.220145
3.293213,2.371514
3.293701,2.332577
3.294189,2.132644
3.294678,1.839324
3.295166,1.528765
3.295654,1.256775
3.296143,1.055921
3.296631,0.943023
3.297119,0.932869
3.297607,1.028222
3.298096,1.211094
3.298584,1.433552
3.299072,1.633984
3.299561,1.744118
3.300049,1.723210
3.300537,1.575437
3.301025,1.345907
3.301514,1.088292
3.302002,0.850099
3.302490,0.687661
3.302979,0.663046
3.303467,0.761558
3.303955,0.887684
3.304443,0.975396
3.304932,1.025972
3.305420,1.064483
3.305908,1.099438
3.306396,1.101444
3.306885,1.042500
3.307373,0.928634
3.307861,0.817275
3.308350,0.791671
3.308838,0.907330
3.309326,1.135910
3.309814,1.387400
3.310303,1.569093
3.310791,1.630220
3.311279,1.592308
3.311768,1.535217
3.312256,1.503280
3.312744,1.463541
3.313232,1.357288
3.313721,1.171274
3.314209,0.953967
3.314697,0.783548
3.315186,0.723198
3.315674,0.781898
3.316162,0.912293
3.316650,1.045341
3.317139,1.146491
3.317627,1.235545
3.318115,1.341197
3.318604,1.421156
3.319092,1.376841
3.319580,1.159077
3.320068,0.835033
3.320557,0.639480
3.321045,0.705038
3.321533,0.772518
3.322021,0.727983
3.322510,0.728379
3.322998,0.905776
3.323486,1.103273
3.323975,1.170714
3.324463,1.121101
3.324951,1.060708
3.325439,1.053719
3.325928,1.022101
3.326416,0.870977
3.326904,0.592622
3.327393,0.250407
3.327881,0.104035
3.328369,0.407414
3.328857,0.741086
3.329346,1.105148
3.329834,1.427133
3.330322,1.613745
3.330811,1.615052
3.331299,1.486681
3.331787,1.350348
3.332275,1.266870
3.332764,1.168192
3.333252,0.967027
3.333740,0.666296
3.334229,0.347906
3.334717,0.116477
3.335205,0.304518
3.335693,0.647890
3.336182,1.013514
3.336670,1.312984
3.337158,1.457951
3.337646,1.417554
3.338135,1.228306
3.338623,0.971783
3.339111,0.702775
3.339600,0.413232
3.340088,0.094603
3.340576,0.260949
3.341064,0.547119
3.341553,0.737812
3.342041,0.860672
3.342529,1.014641
3.343018,1.235847
3.343506,1.445576
3.343994,1.543026
3.344482,1.489568
3.344971,1.307070
3.345459,1.061014
3.345947,0.806676
3.346436,0.558909
3.346924,0.314632
3.347412,0.179555
3.347900,0.321550
3.348389,0.475857
3.348877,0.554369
3.349365,0.570540
3.349854,0.563145
3.350342,0.565589
3.350830,0.578294
3.351318,0.578146
3.351807,0.540494
3.352295,0.459913
3.352783,0.352286
3.353271,0.243694
3.353760,0.148761
3.354248,0.149390
3.354736,0.306843
3.355225,0.511445
3.355713,0.695601
3.356201,0.819627
3.356689,0.873549
3.357178,0.888841
3.357666,0.903984
3.358154,0.912424
3.358643,0.863242
3.359131,0.736990
3.359619,0.609338
3.360107,0.635927
3.360596,0.809155
3.361084,0.960877
3.361572,0.993356
3.362061,0.901424
3.362549,0.789972
3.363037,0.826955
3.363525,1.017573
3.364014,1.212558
3.364502,1.311374
3.364990,1.305375
3.365479,1.244110
3.365967,1.165610
3.366455,1.055928
3.366943,0.884514
3.367432,0.655684
3.367920,0.422065
3.368408,0.224512
3.368896,0.058971
3.369385,0.107532
3.369873,0.293770
3.370361,0.489506
3.370850,0.674238
3.371338,0.852344
3.371826,1.040924
3.372314,1.246013
3.372803,1.438064
3.373291,1.567285
3.373779,1.589347
3.374268,1.490605
3.374756,1.289615
3.375244,1.021195
3.375732,0.739917
3.376221,0.490522
3.376709,0.313256
3.377197,0.260957
3.377686,0.367430
3.378174,0.568530
3.378662,0.815583
3.379150,1.076368
3.379639,1.316476
3.380127,1.501645
3.380615,1.593264
3.381104,1.578510
3.381592,1.461493
3.382080,1.270518
3.382568,1.048913
3.383057,0.859292
3.383545,0.763066
3.384033,0.773631
3.384521,0.841905
3.385010,0.922488
3.385498,1.015116
3.385986,1.145122
3.386475,1.325720
3.386963,1.530541
3.387451,1.700162
3.387939,1.778253
3.388428,1.734254
3.388916,1.573830
3.389404,1.334512
3.389893,1.071635
3.390381,0.829608
3.390869,0.649009
3.391357,0.535890
3.391846,0.476936
3.392334,0.445011
3.392822,0.424696
3.393311,0.415022
3.393799,0.412459
3.394287,0.409145
3.394775,0.400376
3.395264,0.384358
3.395752,0.370162
3.396240,0.369465
3.396729,0.388936
3.397217,0.422952
3.397705,0.457932
3.398193,0.478512
3.398682,0.478850
3.399170,0.475073
3.399658,0.482382
3.400146,0.505794
3.400635,0.549907
3.401123,0.606947
3.401611,0.652797
3.402100,0.660315
3.402588,0.621641
3.403076,0.549971
3.403564,0.481805
3.404053,0.442063
3.404541,0.411592
3.405029,0.373326
3.405518,0.361565
3.406006,0.409156
3.406494,0.460807
3.406982,0.459018
3.407471,0.430385
3.407959,0.464200
3.408447,0.573166
3.408936,0.662204
3.409424,0.658129
3.409912,0.541058
3.410400,0.339079
3.410889,0.150634
3.411377,0.278674
3.411865,0.527602
3.412354,0.756287
3.412842,0.926178
3.413330,1.014258
3.413818,1.004440
3.414307,0.907827
3.414795,0.755128
3.415283,0.586628
3.415771,0.453723
3.416260,0.388997
3.416748,0.413982
3.417236,0.545080
3.417725,0.771233
3.418213,1.048026
3.418701,1.311934
3.419189,1.493992
3.419678,1.553426
3.420166,1.462798
3.420654,1.233968
3.421143,0.916079
3.421631,0.591353
3.422119,0.395058
3.422607,0.474313
3.423096,0.663202
3.423584,0.801891
3.424072,0.864968
3.424561,0.907229
3.425049,1.003904
3.425537,1.162428
3.426025,1.312201
3.426514,1.377913
3.427002,1.332093
3.427490,1.198000
3.427979,1.013830
3.428467,0.807729
3.428955,0.603101
3.429443,0.415575
3.429932,0.265782
3.430420,0.198118
3.430908,0.226172
3.431396,0.292156
3.431885,0.369983
3.432373,0.454115
3.432861,0.532699
3.433350,0.582881
3.433838,0.595524
3.434326,0.570962
3.434814,0.522350
3.435303,0.472739
3.435791,0.436242
3.436279,0.423800
3.436768,0.431894
3.437256,0.447265
3.437744,0.455491
3.438232,0.451816
3.438721,0.439228
3.439209,0.428917
3.439697,0.440299
3.440186,0.465261
3.440674,0.487647
3.441162,0.488472
3.441650,0.471852
3.442139,0.475036
3.442627,0.534941
3.443115,0.650334
3.443604,0.795710
3.444092,0.941954
3.444580,1.058445
3.445068,1.109163
3.445557,1.079593
3.446045,0.983446
3.446533,0.859382
3.447021,0.740591
3.447510,0.645515
3.447998,0.608794
3.448486,0.679164
3.448975,0.853593
3.449463,1.089316
3.449951,1.354152
3.450439,1.605033
3.450928,1.775895
3.451416,1.803202
3.451904,1.664895
3.452393,1.395749
3.452881,1.059032
3.453369,0.713999
3.453857,0.423820
3.454346,0.355714
3.454834,0.543356
